1,3520,41997,2019-11-13,2019-11-23,18,2019-12-11,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley del Gobernador Constitucional del Estado, que aprueba la Ley de Ingresos  del Estado de Jalisco, para el ejercicio fiscal de 2020, presentada, mediante oficio número DIGELAG OF 792/2019.(F6447)(c/anexo)"
2,3519,41996,2019-11-15,2019-11-25,20,2019-12-15,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de decreto del Gobernador Constitucional del Estado de Jalisco, mediante el cual remite el Presupuesto de Egresos del Estado de Jalisco, para el periodo comprendido del 1° de enero al 31 de diciembre de 2020, y su Plantilla de Personal; por los importes referidos en la misma, para las dependencias y entidades del Poder ejecutivo, Los Órganos Autónomos, el Poder Legislativo y el Poder Judicial"", presentada mediante oficio DIGELAG OF. 793/2019.(F6446)"
3,4034,42748,2020-02-06,2020-02-16,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de decreto del Gobernador Constitucional del Estado de Jalisco, mediante la cual se autoriza al Titular del Poder Ejecutivo del Estado llevar a cabo la enajenación de un bien inmueble propiedad estatal denominado ""La Loma"", en Tlajomulco de Zúñiga, Jalisco, presentada mediante oficio DIGELAG OF. 070/2020.(F7842)"
4,4040,42760,2020-02-06,2020-02-16,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley del Honorable Ayuntamiento Constitucional de Autlán de Navarro, Jalisco, que modifica la Ley  de Ingresos de Autlán de Navarro, Jalisco   ejercicio fiscal 2020.(F7851)"
5,4030,42697,2020-02-06,2020-02-16,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Acuerdo del  Honorable Ayuntamiento Constitucional de Tonalá, Jalisco, que exhorta al Congreso del estado de Jalisco  a fin de solicitar la  exención del pago correspondiente a la expedición del refrendo de la licencia comercial de los comerciantes afectados por las obras que se llevan a cabo en la delegación de Puente Grande del municipio en mención. (F7667) (c/anexo)"
6,3995,42686,2020-02-13,2020-02-23,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de decreto del Honorable Ayuntamiento Constitucional de Poncitlán, Jalisco, que tiene por objeto solicitar autorización al Congreso del Estado para el compromiso de las participaciones federales para que sean destinadas al cumplimiento de obligaciones de pago por la prestación del servicio de Alumbrado Público.(F7562) (c/anexo)"
7,4118,42885,2020-02-17,2020-02-27,0,,21,LXII,Comisión de Hacienda y Presupuestos,Iniciativa de ley para adicionar el artículo 44-Ter a la Ley de Hacienda del estado de Jalisco.
8,4124,42893,2020-02-27,2020-03-08,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley del Honorable Ayuntamiento Constitucional de Juanacatlán, Jalisco, que modifica diversas tarifas del decreto 27645/LXII/19 correspondiente a la Ley de Ingresos para el ejercicio fiscal 2020.(F7999)"
9,4310,43127,2020-03-04,2020-03-14,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley del Honorable Ayuntamiento Constitucional de Tuxcueca, Jalisco,  que reforma el artículo 20 de la ley de Ingresos de Tuxcueca, Jalisco, para el ejercicio fiscal 2020 y adición de un  artículo sexto transitorio.(F8399)"
10,4312,43129,2020-03-04,2020-03-14,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley  del Honorable Ayuntamiento Constitucional de Zacoalco de Torres,  Jalisco, que reforma la ley de Ingresos del municipio de Zacoalco de Torres, Jalisco, para el ejercicio fiscal 2020.(F8407)"
11,4311,43128,2020-03-04,2020-03-14,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley  del Honorable Ayuntamiento Constitucional de Zapopan, Jalisco,  que reforma el artículo 46 de la ley de Ingresos del municipio de Zapopan, Jalisco, para el ejercicio fiscal 2020 y la adición de un artículo décimo primero transitorio.(F8378)"
12,4314,43131,2020-03-04,2020-03-14,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley  del Honorable Ayuntamiento Constitucional de Amacueca  Jalisco, que reforma la ley de Ingresos del municipio de Amacueca, Jalisco,   para el ejercicio fiscal 2020.(F8404)"
13,4313,43130,2020-03-04,2020-03-14,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley  del Honorable Ayuntamiento Constitucional de Tizapán,  Jalisco, que reforma la ley de Ingresos del municipio de Tizapán El Alto, Jalisco,   para el ejercicio fiscal 2020.(F8403)"
14,4315,43132,2020-03-04,2020-03-14,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley  del Honorable Ayuntamiento Constitucional de Cocula, Jalisco, que reforma su ley de Ingresos   para el ejercicio fiscal 2020.(F8412)"
15,4333,43150,2020-03-04,2020-03-14,0,,21,LXII,Comisión de Hacienda y Presupuestos,"Iniciativa de ley  del Honorable Ayuntamiento Constitucional de Gómez Farías, Jalisco, que reforma su ley de Ingresos   para el ejercicio fiscal 2020.(F8417)"
16,4367,43192,2020-03-10,2020-03-20,0,,21,LXII,Comisión de Hacienda y Presupuestos,Iniciativa de ley para adicionar la fracción XXXV al artículo 23 y reformar el artículo 25 de la Ley de Ingresos del estado de Jalisco para el ejercicio fiscal 2020.
